Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,StockName
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,-3.027499529203259,Tesla
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,3.5716738019734517,Tesla
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,1.3222297879683653,Tesla
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,-0.6358169933862068,Tesla
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.64666748046875,387.64666748046875,100337100,-4.840070953386311,Tesla
2021-11-09,391.20001220703125,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,-11.990303254359846,Tesla
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.98333740234375,355.98333740234375,128408100,4.342945192962477,Tesla
2021-11-11,367.5899963378906,368.3233337402344,351.55999755859375,354.5033264160156,354.5033264160156,67189800,-0.41575288246016306,Tesla
2021-11-12,349.1666564941406,351.5,339.73333740234375,344.47332763671875,344.47332763671875,76719300,-2.829310201599211,Tesla
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,-1.938224449936754,Tesla
2021-11-16,334.4366760253906,352.3999938964844,334.05999755859375,351.57666015625,351.57666015625,79627200,4.079376842602822,Tesla
2021-11-17,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,363.0033264160156,94336200,3.2501208284666294,Tesla
2021-11-18,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,365.4599914550781,62696700,0.6767610267700563,Tesla
2021-11-19,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,379.0199890136719,64926900,3.7103918009204317,Tesla
2021-11-22,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,385.6233215332031,99217500,1.7422122080461122,Tesla
2021-11-23,389.1700134277344,393.5,354.23333740234375,369.6766662597656,369.6766662597656,108515100,-4.135293272729212,Tesla
2021-11-24,360.1300048828125,377.5899963378906,354.0,372.0,372.0,67680600,0.6284772484400847,Tesla
2021-11-26,366.489990234375,369.59332275390625,360.3333435058594,360.6400146484375,360.6400146484375,35042700,-3.0537595031082,Tesla
2021-11-29,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,378.9966735839844,58393500,5.090022790022752,Tesla
2021-11-30,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,381.586669921875,81276000,0.6833823403773698,Tesla
2021-12-01,386.8999938964844,390.9466552734375,363.586669921875,365.0,365.0,68450400,-4.346763456194869,Tesla
2021-12-02,366.35333251953125,371.0,352.2166748046875,361.5333251953125,361.5333251953125,73114800,-0.949773919092467,Tesla
2021-12-03,361.5966796875,363.52667236328125,333.4033203125,338.3233337402344,338.3233337402344,92322000,-6.419876077133225,Tesla
2021-12-06,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,336.336669921875,81663000,-0.5872086315763081,Tesla
2021-12-07,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,350.5833435058594,56084700,4.235837141187604,Tesla
2021-12-08,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,356.32000732421875,41906400,1.6363195584229162,Tesla
2021-12-09,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,334.6000061035156,59438400,-6.095644581905246,Tesla
2021-12-10,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,1.3179927022311633,Tesla
2021-12-13,333.6966552734375,335.0,317.1400146484375,322.13665771484375,322.13665771484375,78595500,-4.9772430207729474,Tesla
2021-12-14,315.0,322.13665771484375,310.0,319.5033264160156,319.5033264160156,70806300,-0.8174578197676419,Tesla
2021-12-15,317.7366638183594,326.25,309.4166564941406,325.3299865722656,325.3299865722656,75169200,1.8236618133556703,Tesla
2021-12-16,331.5,331.6600036621094,307.2833251953125,308.97332763671875,308.97332763671875,82771500,-5.027713279025869,Tesla
2021-12-17,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,310.8566589355469,100437300,0.6095449446181567,Tesla
2021-12-20,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,299.9800109863281,56480100,-3.498927121736173,Tesla
2021-12-21,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,312.84332275390625,71517900,4.288056302579579,Tesla
2021-12-22,321.88665771484375,338.5533447265625,319.01666259765625,336.2900085449219,336.2900085449219,93634200,7.494705523716627,Tesla
2021-12-23,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,355.6666564941406,92713200,5.761886305530961,Tesla
2021-12-27,357.8900146484375,372.3333435058594,356.90667724609375,364.64666748046875,364.64666748046875,71145900,2.524839149906666,Tesla
2021-12-28,369.8299865722656,373.0,359.47332763671875,362.8233337402344,362.8233337402344,60324000,-0.5000275342793459,Tesla
2021-12-29,366.21331787109375,368.0,354.71331787109375,362.0633239746094,362.0633239746094,56154000,-0.20947102761840197,Tesla
2021-12-30,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,356.7799987792969,47040900,-1.4592268383646134,Tesla
2021-12-31,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,352.260009765625,40733700,-1.2668840823859995,Tesla
